"uid","namedLocation","domainID","siteID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","plotID","subplotID","endDate","boutNumber","samplingProtocolVersion","divDataType","targetTaxaPresent","otherVariablesPresent","taxonID","scientificName","taxonRank","family","nativeStatusCode","identificationQualifier","taxonIDRemarks","morphospeciesID","morphospeciesIDRemarks","identificationReferences","otherVariables","percentCover","heightPlantOver300cm","heightPlantSpecies","remarks","measuredBy","recordedBy"
"e51baf7f-06a9-4cad-9d56-d61b450fc1ed","GUAN_014.basePlot.div","D04","GUAN",17.955704,-66.852256,"WGS84",20.1,21.8,0.1,"GUAN_014","31.4.1","2015-10-15",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","litter",87,"",NA,"","DOUhwPq/qFN1mcefjm4mRN6R3dnmH36W","qshsnM/sHHNUZPkINsuGUP2JU3K1rdKf"
"129a350f-27b8-4803-8617-c1f1b3770800","GUAN_014.basePlot.div","D04","GUAN",17.955704,-66.852256,"WGS84",20.1,21.8,0.1,"GUAN_014","31.4.1","2015-10-15",1,NA,"plantSpecies","Y","","THSTP","Thouinia striata Radlk. var. portoricensis (Radlk.) Votava & Alain","variety","Sapindaceae","N","","","",NA,"","",2,"N",203,"","DOUhwPq/qFN1mcefjm4mRN6R3dnmH36W","qshsnM/sHHNUZPkINsuGUP2JU3K1rdKf"
"74d76a03-2e10-479c-b5e1-39dd00246574","GUAN_014.basePlot.div","D04","GUAN",17.955704,-66.852256,"WGS84",20.1,21.8,0.1,"GUAN_014","31.4.1","2015-10-15",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","wood",4,"",NA,"","DOUhwPq/qFN1mcefjm4mRN6R3dnmH36W","qshsnM/sHHNUZPkINsuGUP2JU3K1rdKf"
"f5d258f2-de1b-4db0-b748-d12584aef3fa","GUAN_014.basePlot.div","D04","GUAN",17.955704,-66.852256,"WGS84",20.1,21.8,0.1,"GUAN_014","31.4.1","2015-10-15",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","rock",4,"",NA,"","DOUhwPq/qFN1mcefjm4mRN6R3dnmH36W","qshsnM/sHHNUZPkINsuGUP2JU3K1rdKf"
"6eafb6f3-5ee0-4ada-852e-4fd483631a33","GUAN_014.basePlot.div","D04","GUAN",17.955704,-66.852256,"WGS84",20.1,21.8,0.1,"GUAN_014","31.4.1","2015-10-15",1,NA,"plantSpecies","Y","","LADI3","Lasiacis divaricata (L.) Hitchc.","species","Poaceae","N","","","skeleton grass",NA,"","",1,"N",11,"","DOUhwPq/qFN1mcefjm4mRN6R3dnmH36W","qshsnM/sHHNUZPkINsuGUP2JU3K1rdKf"
"d507dcf7-8566-4912-b68e-041f216a1bec","GUAN_014.basePlot.div","D04","GUAN",17.955704,-66.852256,"WGS84",20.1,21.8,0.1,"GUAN_014","31.1.1","2015-10-15",1,NA,"plantSpecies","Y","","TELA2","Teramnus labialis (L. f.) Spreng.","species","Fabaceae","N","","","trifoliate vine",NA,"","",0.5,"N",51,"","DOUhwPq/qFN1mcefjm4mRN6R3dnmH36W","qshsnM/sHHNUZPkINsuGUP2JU3K1rdKf"
"0268f4ed-1f0b-4e3f-9b14-bbec28bc7f62","GUAN_014.basePlot.div","D04","GUAN",17.955704,-66.852256,"WGS84",20.1,21.8,0.1,"GUAN_014","31.1.1","2015-10-15",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","wood",2,"",NA,"","DOUhwPq/qFN1mcefjm4mRN6R3dnmH36W","qshsnM/sHHNUZPkINsuGUP2JU3K1rdKf"
"47eeec04-38b4-45f9-92ba-fdf3334337f3","GUAN_014.basePlot.div","D04","GUAN",17.955704,-66.852256,"WGS84",20.1,21.8,0.1,"GUAN_014","31.4.1","2015-10-15",1,NA,"plantSpecies","Y","","TELA2","Teramnus labialis (L. f.) Spreng.","species","Fabaceae","N","","","trifoliate vine",NA,"","",0.5,"N",28,"","DOUhwPq/qFN1mcefjm4mRN6R3dnmH36W","qshsnM/sHHNUZPkINsuGUP2JU3K1rdKf"
"1743b869-8abf-43f8-9ee5-b6bd11598c52","GUAN_014.basePlot.div","D04","GUAN",17.955704,-66.852256,"WGS84",20.1,21.8,0.1,"GUAN_014","31.1.1","2015-10-15",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","overstory",40,"",NA,"","DOUhwPq/qFN1mcefjm4mRN6R3dnmH36W","qshsnM/sHHNUZPkINsuGUP2JU3K1rdKf"
"073acb37-9ebb-4d0b-803f-6d42da9cb7b9","GUAN_014.basePlot.div","D04","GUAN",17.955704,-66.852256,"WGS84",20.1,21.8,0.1,"GUAN_014","31.4.1","2015-10-15",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","standingDead",0.5,"",NA,"","DOUhwPq/qFN1mcefjm4mRN6R3dnmH36W","qshsnM/sHHNUZPkINsuGUP2JU3K1rdKf"
"7e13ea02-660d-412e-9242-7292dcf12592","GUAN_014.basePlot.div","D04","GUAN",17.955704,-66.852256,"WGS84",20.1,21.8,0.1,"GUAN_014","31.1.1","2015-10-15",1,NA,"plantSpecies","Y","","THSTP","Thouinia striata Radlk. var. portoricensis (Radlk.) Votava & Alain","variety","Sapindaceae","N","","","",NA,"","",6,"Y",NA,"","DOUhwPq/qFN1mcefjm4mRN6R3dnmH36W","qshsnM/sHHNUZPkINsuGUP2JU3K1rdKf"
"413979b0-874c-434b-bdcf-6bca07ccd8bf","GUAN_014.basePlot.div","D04","GUAN",17.955704,-66.852256,"WGS84",20.1,21.8,0.1,"GUAN_014","31.4.1","2015-10-15",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","overstory",40,"",NA,"","DOUhwPq/qFN1mcefjm4mRN6R3dnmH36W","qshsnM/sHHNUZPkINsuGUP2JU3K1rdKf"
"c8ed05fe-8905-4c07-8329-47d9bac17308","GUAN_012.basePlot.div","D04","GUAN",17.951583,-66.899038,"WGS84",20.16,17.2,0.1,"GUAN_012","40.1.1","2015-10-15",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","soil",2,"",NA,"","DOUhwPq/qFN1mcefjm4mRN6R3dnmH36W","qshsnM/sHHNUZPkINsuGUP2JU3K1rdKf"
"c85c1b02-2db4-41b6-a1fa-1c15739bba88","GUAN_012.basePlot.div","D04","GUAN",17.951583,-66.899038,"WGS84",20.16,17.2,0.1,"GUAN_012","40.3.1","2015-10-15",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","overstory",60,"",NA,"","DOUhwPq/qFN1mcefjm4mRN6R3dnmH36W","qshsnM/sHHNUZPkINsuGUP2JU3K1rdKf"
"cdfbbcd2-48b6-48c2-b811-a7b216e27db9","GUAN_012.basePlot.div","D04","GUAN",17.951583,-66.899038,"WGS84",20.16,17.2,0.1,"GUAN_012","40.1.1","2015-10-15",1,NA,"plantSpecies","Y","","CROTO","Croton sp.","genus","Euphorbiaceae","N","","Croton glabellus","",NA,"","",5,"N",116,"","DOUhwPq/qFN1mcefjm4mRN6R3dnmH36W","qshsnM/sHHNUZPkINsuGUP2JU3K1rdKf"
"069acca4-6c65-4f7e-ac3b-e0b106e1e8f2","GUAN_012.basePlot.div","D04","GUAN",17.951583,-66.899038,"WGS84",20.16,17.2,0.1,"GUAN_012","40.3.1","2015-10-15",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","wood",8,"",NA,"","DOUhwPq/qFN1mcefjm4mRN6R3dnmH36W","qshsnM/sHHNUZPkINsuGUP2JU3K1rdKf"
"13cf94a2-ea32-4bce-a647-207288fdf842","GUAN_012.basePlot.div","D04","GUAN",17.951583,-66.899038,"WGS84",20.16,17.2,0.1,"GUAN_012","40.1.1","2015-10-15",1,NA,"plantSpecies","Y","","TUDI","Turnera diffusa Willd. ex Schult.","species","Turneraceae","N","","","small tiny oregano",NA,"","",0.5,"N",36,"","DOUhwPq/qFN1mcefjm4mRN6R3dnmH36W","qshsnM/sHHNUZPkINsuGUP2JU3K1rdKf"
"9ac290be-1a8e-4d35-b475-f0bfb9664e8a","GUAN_012.basePlot.div","D04","GUAN",17.951583,-66.899038,"WGS84",20.16,17.2,0.1,"GUAN_012","40.1.1","2015-10-15",1,NA,"plantSpecies","Y","","LARE2","Lantana reticulata Pers.","species","Verbenaceae","N","","","oregano",NA,"","",15,"N",263,"","DOUhwPq/qFN1mcefjm4mRN6R3dnmH36W","qshsnM/sHHNUZPkINsuGUP2JU3K1rdKf"
"ad466ec7-2323-4dad-9b47-86c3b45250db","GUAN_012.basePlot.div","D04","GUAN",17.951583,-66.899038,"WGS84",20.16,17.2,0.1,"GUAN_012","40.1.1","2015-10-15",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","overstory",5,"",NA,"","DOUhwPq/qFN1mcefjm4mRN6R3dnmH36W","qshsnM/sHHNUZPkINsuGUP2JU3K1rdKf"
"e05d13cc-fdb8-4e8a-ac48-da17ca9d84f4","GUAN_012.basePlot.div","D04","GUAN",17.951583,-66.899038,"WGS84",20.16,17.2,0.1,"GUAN_012","40.3.1","2015-10-15",1,NA,"plantSpecies","Y","","CROTO","Croton sp.","genus","Euphorbiaceae","N","","Croton glabellus","",NA,"","",0.5,"N",6,"","DOUhwPq/qFN1mcefjm4mRN6R3dnmH36W","qshsnM/sHHNUZPkINsuGUP2JU3K1rdKf"
"3cc62971-f061-4d69-8947-323490f1366a","GUAN_012.basePlot.div","D04","GUAN",17.951583,-66.899038,"WGS84",20.16,17.2,0.1,"GUAN_012","40.1.1","2015-10-15",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","rock",5,"",NA,"","DOUhwPq/qFN1mcefjm4mRN6R3dnmH36W","qshsnM/sHHNUZPkINsuGUP2JU3K1rdKf"
"bc21e618-5ce5-4b4b-bd8e-2698c3bdb0dd","GUAN_012.basePlot.div","D04","GUAN",17.951583,-66.899038,"WGS84",20.16,17.2,0.1,"GUAN_012","40.1.1","2015-10-15",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","litter",88,"",NA,"","DOUhwPq/qFN1mcefjm4mRN6R3dnmH36W","qshsnM/sHHNUZPkINsuGUP2JU3K1rdKf"
"29a9a4aa-6ab8-4628-925f-3ba5f777fc60","GUAN_012.basePlot.div","D04","GUAN",17.951583,-66.899038,"WGS84",20.16,17.2,0.1,"GUAN_012","40.3.1","2015-10-15",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","litter",79,"",NA,"","DOUhwPq/qFN1mcefjm4mRN6R3dnmH36W","qshsnM/sHHNUZPkINsuGUP2JU3K1rdKf"
"03f4eab3-fc1c-490e-b651-ecd8e7e85ab6","GUAN_012.basePlot.div","D04","GUAN",17.951583,-66.899038,"WGS84",20.16,17.2,0.1,"GUAN_012","40.1.1","2015-10-15",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","wood",5,"",NA,"","DOUhwPq/qFN1mcefjm4mRN6R3dnmH36W","qshsnM/sHHNUZPkINsuGUP2JU3K1rdKf"
"5ec7bbdb-2a9d-45e4-812a-44dfe0d919a5","GUAN_012.basePlot.div","D04","GUAN",17.951583,-66.899038,"WGS84",20.16,17.2,0.1,"GUAN_012","40.3.1","2015-10-15",1,NA,"plantSpecies","Y","","GYLU","Gymnanthes lucida Sw.","species","Euphorbiaceae","N","","","",NA,"","",50,"N",172,"","DOUhwPq/qFN1mcefjm4mRN6R3dnmH36W","qshsnM/sHHNUZPkINsuGUP2JU3K1rdKf"
"a8df41e4-5569-48fe-910c-4c9f6c4ea294","GUAN_012.basePlot.div","D04","GUAN",17.951583,-66.899038,"WGS84",20.16,17.2,0.1,"GUAN_012","40.3.1","2015-10-15",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","rock",13,"",NA,"","DOUhwPq/qFN1mcefjm4mRN6R3dnmH36W","qshsnM/sHHNUZPkINsuGUP2JU3K1rdKf"
"5f0eb9d3-0db2-4fdb-b989-b730dce60cd0","GUAN_012.basePlot.div","D04","GUAN",17.951583,-66.899038,"WGS84",20.16,17.2,0.1,"GUAN_012","40.1.1","2015-10-15",1,NA,"plantSpecies","Y","","THSTP","Thouinia striata Radlk. var. portoricensis (Radlk.) Votava & Alain","variety","Sapindaceae","N","","","",NA,"","",3,"Y",NA,"","DOUhwPq/qFN1mcefjm4mRN6R3dnmH36W","qshsnM/sHHNUZPkINsuGUP2JU3K1rdKf"
"56cc6b4c-55f6-4f43-9e1d-af65fa3c3171","GUAN_021.basePlot.div","D04","GUAN",17.965895,-66.844762,"WGS84",20.25,60.4,0.2,"GUAN_021","32.4.1","2015-10-15",1,NA,"plantSpecies","Y","","BAVI4","Bastardia viscosa (L.) Kunth","species","Malvaceae","N","","","Efrain",NA,"","",10,"N",65,"","3uTwgvz6rMNwudgXAov5MLI//nGSwRIv","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"b502bbbf-9841-42b9-b37d-4877869084ce","GUAN_021.basePlot.div","D04","GUAN",17.965895,-66.844762,"WGS84",20.25,60.4,0.2,"GUAN_021","32.4.1","2015-10-15",1,NA,"plantSpecies","Y","","2PLANT","Unknown plant","kingdom","","UNK","","","liana opposite leaves",NA,"","",1,"N",11,"","3uTwgvz6rMNwudgXAov5MLI//nGSwRIv","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"884b9457-5e87-4dfa-bbc3-4ef23a5609f5","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","41.4.1","2015-10-16",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","soil",3,"",NA,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"bf5a8cb1-c038-44f4-bad2-7dfba9efe1d7","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","32.4.1","2015-10-16",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","overstory",40,"",NA,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"18de57ba-ca44-4088-9dcb-c181faa2dead","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","41.4.1","2015-10-16",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","rock",10,"",NA,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"981004b5-3584-4fa4-8e29-c37ffc0acddf","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","41.4.1","2015-10-16",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","litter",89,"",NA,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"db01b196-cd67-43bd-b21f-758aaabf6cc3","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","32.4.1","2015-10-16",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","rock",10,"",NA,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"9b98381f-2f26-4ad2-ba89-a343e227dce0","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","32.4.1","2015-10-16",1,NA,"plantSpecies","Y","","BUSI","Bursera simaruba (L.) Sarg.","species","Burseraceae","N","","","",NA,"","",0.5,"N",32,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"2f4ce64f-1e92-40f6-9bf0-3abcb6238cbb","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","32.4.1","2015-10-16",1,NA,"plantSpecies","Y","","CODO","Comocladia dodonaea (L.) Urb.","species","Anacardiaceae","N","","","",NA,"","",1,"N",75,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"db499d49-9f09-441a-9ff5-6ca3a406aafc","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","32.4.1","2015-10-16",1,NA,"plantSpecies","Y","","CROTO","Croton sp.","genus","Euphorbiaceae","N","","Croton glabellus","",NA,"","",0.5,"N",18,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"77eeda53-ec73-4516-8c14-23f33b30450a","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","41.4.1","2015-10-16",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","wood",2,"",NA,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"a90b6a3b-d9e8-4297-aa32-e1b9599711e0","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","41.4.1","2015-10-16",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","overstory",60,"",NA,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"75a8dca5-4255-4242-94ce-54ea735b95ff","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","32.2.1","2015-10-16",1,NA,"plantSpecies","Y","","ARCA20","Argythamnia candicans Sw.","species","Euphorbiaceae","N","","","",NA,"","",1,"N",28,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"675d588b-cf38-4463-a890-e5ff4b89a959","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","32.2.1","2015-10-16",1,NA,"plantSpecies","Y","","KRFE","Krugiodendron ferreum (Vahl) Urb.","species","Rhamnaceae","N","","","",NA,"","",0.5,"Y",NA,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"36e3876f-5187-43e8-a82e-14efe325ec6e","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","32.2.1","2015-10-16",1,NA,"plantSpecies","Y","","GYLU","Gymnanthes lucida Sw.","species","Euphorbiaceae","N","","","",NA,"","",1,"Y",NA,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"20a58eb9-bfaf-47ee-8e3b-d20ebd9b17e6","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","31.4.1","2015-10-16",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","litter",98,"",NA,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"aaba0e07-41cd-440a-8c8a-c379ee07d862","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","32.4.1","2015-10-16",1,NA,"plantSpecies","Y","","GYLU","Gymnanthes lucida Sw.","species","Euphorbiaceae","N","","","",NA,"","",1,"Y",NA,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"d2576364-e81b-4477-a2de-0f5061b90a63","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","32.2.1","2015-10-16",1,NA,"plantSpecies","Y","","REUN","Reynosia uncinata Urb.","species","Rhamnaceae","N","","","",NA,"","",0.5,"Y",NA,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"1c2adbcf-2e8e-483a-a7e2-652e5fbc6d8c","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","32.4.1","2015-10-16",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","litter",30,"",NA,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"47c877da-8c05-487b-a5cd-da99754a6d45","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","32.4.1","2015-10-16",1,NA,"plantSpecies","Y","","2PLANT","Unknown plant","kingdom","","UNK","","","wrinkled drooping paper leaf",NA,"","",0.9,"Y",NA,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"b4edfe37-85d6-4646-bc8b-998a12bf4ae5","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","32.2.1","2015-10-16",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","litter",49,"",NA,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"542778a4-950b-4088-a87d-6d278e24d1d0","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","32.2.1","2015-10-16",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","overstory",85,"",NA,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"a0a5b4ee-c9d6-4471-9e21-1860544810ef","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","32.2.1","2015-10-16",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","rock",50,"",NA,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"85d45187-71a8-4558-9aa6-5707b6f502ee","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","31.4.1","2015-10-16",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","overstory",80,"",NA,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"9a0725f3-2e89-446c-a4eb-186ae1a952af","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","32.2.1","2015-10-16",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","wood",1,"",NA,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"22f98511-3be0-4160-89dd-725aa6b78074","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","32.4.1","2015-10-16",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","otherNonVascular",1,"",NA,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"66c802a7-1084-40a7-8554-16bb65b8d4ad","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","40.3.1","2015-10-16",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","rock",60,"",NA,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"95b5b0f4-a2b3-4d77-936b-029bda264ff5","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","40.1.1","2015-10-16",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","wood",1,"",NA,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"fb4f6257-130e-4cd4-b72d-6982f273988a","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","40.1.1","2015-10-16",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","soil",1,"",NA,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"0b7b48e7-f2d9-4ae9-9bde-547a2d540ab3","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","40.1.1","2015-10-16",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","rock",30,"",NA,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"02c79a4c-2c25-4854-9438-f2408302612e","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","40.1.1","2015-10-16",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","overstory",30,"",NA,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"5e0ce179-35fd-4700-bf0a-53e398002f77","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","40.3.1","2015-10-16",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","soil",1,"",NA,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"315f2de9-4246-4258-b323-65dbb23817fc","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","40.3.1","2015-10-16",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","litter",40,"",NA,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"28a4f737-c61c-45eb-8fe6-459865062b3d","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","40.1.1","2015-10-16",1,NA,"plantSpecies","Y","","EURH","Eugenia rhombea (Berg) Krug & Urb.","species","Myrtaceae","N","","","",NA,"","",16,"N",126,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"09a5fc62-6984-428a-812a-ee6e9a678f04","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","40.3.1","2015-10-16",1,NA,"otherVariables","","Y","","","","","","","","",NA,"","overstory",10,"",NA,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
"9891971e-1339-468d-acbf-4f28a81f382b","GUAN_004.basePlot.div","D04","GUAN",17.969254,-66.85267,"WGS84",20.11,133.5,0.1,"GUAN_004","40.1.1","2015-10-16",1,NA,"plantSpecies","Y","","GYLU","Gymnanthes lucida Sw.","species","Euphorbiaceae","N","","","",NA,"","",1,"Y",NA,"","VgRfkWGhIvw7Lc3BZsfq46duR9Pzwglz","ZmAfBeL3f9fQA1eitmafWazzobHWJXYk"
